"business","name","taxcode","latitude","longitude","routines","reinspects","complaints","inspects","ratio","meanscore","highrisks","interval","c1","c2","c3","Score"
"64835","Jane","H25",37.789404,-122.433954,3,1,1,5,0.33,88,1,298,0,0,0,4
"64838","Barrique","H25",37.797354,-122.403107,3,0,0,3,0,98,0,371,0,0,0,4
"64843","Palmyra","H25",37.771698,-122.433903,4,1,2,7,0.25,84,0.5,280,1,0,0,3
"64846","Taraval Pizza","H24",37.742892,-122.478002,5,1,1,7,0.2,96,0,196,0,0,0,4
"64847","Bay Gourmet Cafe","H25",NA,NA,3,0,0,3,0,100,0,220,0,0,0,4
"64854","SF Oceanic Restaurant","H25",37.767945,-122.406726,3,0,0,3,0,86,0,250,0,0,0,4
"64881","New Alternatives","H24",37.745437,-122.422345,6,1,0,7,0.17,97,0,208,0,0,0,4
"64884","Tope","H24",37.799058,-122.407217,4,4,0,8,1,94,0,308,0,0,0,4
"64932","Wasabi  Ginger","H26",37.796646,-122.423754,3,3,0,6,1,83,0.33,360,1,0,0,3
"64933","Magic Flute Restaurant","H26",37.787373,-122.453117,3,3,0,6,1,91,0.33,290,0,0,0,4
"64940","The GroveHayes","H26",37.777026,-122.421361,3,4,3,10,1.33,92,0,444,0,0,1,3
"64958","Yakiniq Cafe","H24",37.785738,-122.428824,5,5,3,13,1,96,0,214,0,0,0,4
"64975","2G Japanese Brasserie","H26",37.781454,-122.420644,5,4,0,9,0.8,80,0.8,192,1,0,0,3
"65004","Hons Wun Tun House","H25",37.794197,-122.404697,4,2,0,6,0.5,91,0.25,312,0,0,0,4
"65007","Pause","H25",37.773344,-122.421638,3,2,0,5,0.67,93,0,313,0,0,0,4
"65012","Masala Dosa","H25",NA,NA,3,1,0,4,0.33,80,1.33,228,1,1,0,2
"65014","The Old Clam House","H26",37.743212,-122.405055,4,1,0,5,0.25,91,0.25,214,0,0,0,4
"65044","Five Star Truffles","H24",37.758132,-122.435614,3,1,0,4,0.33,96,0,246,0,0,0,4
"65050","House of Banquet","H26",37.782663,-122.469359,3,2,9,14,0.67,82,1.33,282,1,1,0,2
"65051","Mission Cheese","H24",37.761147,-122.421534,4,0,3,7,0,98,0,235,0,0,0,4
"65057","The Brixton","H26",37.797238,-122.434533,5,4,0,9,0.8,87,0.8,243,0,0,0,4
"65058","Prima Cosa Caffe","H24",37.794588,-122.399642,4,2,0,6,0.5,96,0,324,0,0,0,4
"65060","Atelier Crenn","H25",37.798403,-122.435804,5,1,0,6,0.2,98,0,222,0,0,0,4
"65066","Lers Ros Thai Noodle","H25",37.777017,-122.42143,4,6,1,11,1.5,81,1.25,299,1,1,1,1
"65072","Baladie Cafe","H25",37.791096,-122.404161,4,3,0,7,0.75,91,0.25,246,0,0,0,4
"65086","Bun Mee","H25",37.788193,-122.433714,5,5,4,14,1,89,0.6,251,0,0,0,4
"65103","Little Wok","H24",37.732104,-122.474241,5,4,1,10,0.8,89,0.6,197,0,0,0,4
"65111","Cafe Fiore","H25",37.751951,-122.422827,4,5,0,9,1.25,84,1,256,1,0,1,2
"65115","37 Degree Dessert Cafe","H24",37.742893,-122.478559,5,0,0,5,0,98,0,224,0,0,0,4
"65137","Martita Restaurant","H24",37.714843,-122.44244,4,0,0,4,0,96,0,243,0,0,0,4
"65138","Wing Wings","H24",37.772298,-122.429243,2,0,0,2,0,97,0,483,0,0,0,4
"65144","Nojo Restaurant","H25",37.776723,-122.421294,3,2,1,6,0.67,95,0,346,0,0,0,4
"65194","Country Sky","H24",37.799846,-122.437797,4,5,0,9,1.25,74,2.25,207,1,1,1,1
"65216","Kuta Bistro","H25",37.718529,-122.439525,3,0,0,3,0,100,0,260,0,0,0,4
"65228","Bon Jour Patisserie","H24",37.770728,-122.402962,5,2,0,7,0.4,89,0.6,195,0,0,0,4
"65238","La Quinta Restaurant","H25",37.758204,-122.418976,5,2,0,7,0.4,92,0.4,198,0,0,0,4
"65240","Smitten Ice Cream","H24",37.776085,-122.424189,3,1,0,4,0.33,95,0,448,0,0,0,4
"65241","Piccino","H25",37.757815,-122.390141,4,0,0,4,0,94,0,247,0,0,0,4
"65245","Lets Eat","H25",37.731831,-122.391862,4,0,0,4,0,95,0,295,0,0,0,4
"65248","Reds Java House","H24",37.788613,-122.393894,3,0,1,4,0,93,0.67,336,0,0,0,4
"65260","Zpizza","H24",37.774722,-122.406761,5,0,0,5,0,93,0.4,192,0,0,0,4
"65265","Bay Subway","H24",37.763473,-122.458202,3,0,0,3,0,91,0.33,240,0,0,0,4
"65270","California Pacific Medical Center  Cafe","H25",37.791426,-122.431039,5,0,0,5,0,98,0,178,0,0,0,4
"65277","Peasant Pies","H25",37.770925,-122.391526,5,1,0,6,0.2,97,0.2,194,0,0,0,4
"65283","Subway","H24",37.784884,-122.409425,3,0,0,3,0,94,0.33,258,0,0,0,4
"65291","CMPC  St Lukes Cafeteria","H26",37.748044,-122.42125,5,0,0,5,0,97,0.2,214,0,0,0,4
"65325","Jamba Juice  UCSF","H24",37.763609,-122.45731,3,1,0,4,0.33,96,0,245,0,0,0,4
"65329","Source Restaurant","H25",37.769836,-122.402242,5,1,1,7,0.2,80,1.2,177,1,1,0,2
"65337","Layaly","H25",NA,NA,5,6,1,12,1.2,88,0.4,262,0,0,1,3
"65348","Wok And Go","H25",37.752988,-122.406682,4,3,1,8,0.75,81,0.75,209,1,0,0,3
"65358","Palio Cafe","H24",37.763473,-122.458202,4,5,0,9,1.25,86,1.25,251,0,1,1,2
"65363","Cafe Terzetto","H24",37.817451,-122.368257,5,2,0,7,0.4,92,0.4,192,0,0,0,4
"65369","Sidekick","H28",37.795225,-122.39377,4,3,0,7,0.75,94,0,234,0,0,0,4
"65371","Fuzio Universal Bistro","H26",37.794588,-122.399642,3,2,0,5,0.67,91,0.33,266,0,0,0,4
"65375","Geppetto LLC","H28",37.798648,-122.408554,3,1,0,4,0.33,96,0,326,0,0,0,4
"65377","Baysubway 04","H24",37.769544,-122.390422,5,0,0,5,0,99,0,193,0,0,0,4
"65380","Soup Freaks","H28",37.786768,-122.40124,4,0,2,6,0,92,0,271,0,0,0,4
"65382","Manna","H24",37.763983,-122.46709,3,5,0,8,1.67,76,1.67,264,1,1,1,1
"65383","Cafe 24","H25",37.766406,-122.398419,4,2,0,6,0.5,90,0.75,304,0,0,0,4
"65384","Publico","H24",37.777122,-122.419639,5,0,0,5,0,95,0.4,193,0,0,0,4
"65391","Cafe Bellini","H24",37.763473,-122.458202,4,2,0,6,0.5,85,0.75,248,1,0,0,3
"65392","Cantata Coffee Shop","H24",37.769616,-122.450366,5,1,0,6,0.2,96,0,211,0,0,0,4
"65396","Carmelinas Cafe","H24",37.767664,-122.415456,3,1,0,4,0.33,92,0.33,288,0,0,0,4
"65412","Jackson Fillmore Trattoria","H25",37.792658,-122.434556,3,3,0,6,1,87,0,296,0,0,0,4
"65423","Naan  Curry","H26",37.786167,-122.410294,4,7,1,12,1.75,76,2.75,315,1,1,1,1
"65425","Panda Express","H24",37.763473,-122.458202,4,2,0,6,0.5,94,0.5,259,0,0,0,4
"65427","Locanda","H26",37.763984,-122.421766,5,1,1,7,0.2,98,0,180,0,0,0,4
"65430","Kamakura Japanese Restaurant","H24",37.792037,-122.397852,3,1,0,4,0.33,89,0.67,308,0,0,0,4
"65434","Dona Cafe","H24",37.784683,-122.414156,3,7,0,10,2.33,87,0.33,414,0,0,1,3
"65442","Bluestem Brasserie","H26",37.785078,-122.403532,3,0,1,4,0,95,0,123,0,0,0,4
"65454","Kaminari","H25",37.777238,-122.464664,5,2,0,7,0.4,96,0,211,0,0,0,4
"65468","Radish","H25",37.760124,-122.420769,5,3,2,10,0.6,95,0.4,171,0,0,0,4
"65485","Batter Up","H28",37.716703,-122.441228,5,2,0,7,0.4,99,0,192,0,0,0,4
"65487","Aslams Rasoi Inc","H26",37.756293,-122.421016,5,1,1,7,0.2,98,0.2,181,0,0,0,4
"65489","Latte Express 5","H25",37.794197,-122.404697,5,1,0,6,0.2,98,0,210,0,0,0,4
"65499","Ichiraku Japanese Restaurant","H24",37.78136,-122.459465,3,2,0,5,0.67,92,0,350,0,0,0,4
"65523","Chez Fayala","H25",37.792237,-122.400124,5,4,2,11,0.8,83,1.4,189,1,1,0,2
"65529","DNA Pizza","H25",37.770973,-122.412851,4,3,0,7,0.75,82,0,326,1,0,0,3
"65531","Yellow Submarine","H24",37.764136,-122.463146,4,1,0,5,0.25,70,1.5,277,1,1,0,2
"65532","Daily Restaurant","H25",37.709167,-122.451769,5,2,0,7,0.4,93,0.2,216,0,0,0,4
"65538","Devils Teeth Baking Company","H24",37.753008,-122.505012,6,4,2,12,0.67,90,0.33,189,0,0,0,4
"65549","La Ciccia","H25",37.742064,-122.426618,5,0,0,5,0,100,0,270,0,0,0,4
"65550","The Brew","H24",37.799287,-122.422397,5,3,0,8,0.6,86,0.4,178,0,0,0,4
"65554","Kobe Bento","H24",37.796463,-122.405224,4,3,0,7,0.75,90,0.25,216,0,0,0,4
"65561","House of Dim Sum Inc","H24",37.795873,-122.407495,4,3,0,7,0.75,74,1,324,1,0,0,3
"65566","Westin San Francisco  Employee Cafeteria","H25",37.786837,-122.402758,4,0,0,4,0,96,0.5,301,0,0,0,4
"65567","The Westin San Francisco Garde Manger Kitchen","H26",37.786837,-122.402758,4,1,0,5,0.25,95,0.5,301,0,0,0,4
"65572","Westin San Francisco3rd Floor Pantry","H24",37.786837,-122.402758,4,0,0,4,0,95,0.5,301,0,0,0,4
"65573","Westin San FranciscoMaso","H26",37.786837,-122.402758,4,0,1,5,0,93,0.5,301,0,0,0,4
"65580","Subway 25578","H24",37.794576,-122.396643,5,2,2,9,0.4,92,0.4,213,0,0,0,4
"65602","Escape From New York Pizza","H24",37.782227,-122.397762,4,0,0,4,0,100,0,236,0,0,0,4
"65622","Gotts Roadside Tray Gourmet","H26",37.795225,-122.39377,5,2,1,8,0.4,96,0,214,0,0,0,4
"65624","Tacko Shop","H26",37.798273,-122.435774,5,1,1,7,0.2,91,0.4,173,0,0,0,4
"65634","Teaway","H24",37.763428,-122.481131,6,0,0,6,0,87,0.5,172,0,0,0,4
"65635","Focaccia Market Bakery","H28",37.791227,-122.398872,3,2,0,5,0.67,91,0,369,0,0,0,4
"65649","Krua Thai Kitchen","H25",37.764788,-122.424462,5,2,0,7,0.4,96,0,178,0,0,0,4
"65674","Subway Sandwiches 25379","H28",37.788828,-122.400971,4,2,0,6,0.5,94,0,254,0,0,0,4
"65675","ChaiYo Thai Restaurant","H25",37.789273,-122.420454,5,1,0,6,0.2,80,1.6,216,1,1,0,2
"65676","THE COFFEESMITH","H24",37.781381,-122.417186,2,4,0,6,2,93,0,374,0,0,1,3
"65677","Eleven O One","H24",37.787074,-122.419984,5,1,0,6,0.2,89,0.6,210,0,0,0,4
"65678","Million Thai Restaurant","H26",37.794666,-122.423041,4,3,0,7,0.75,87,0.25,255,0,0,0,4
"65679","Red House Bakery","H25",37.72618,-122.403082,5,3,0,8,0.6,90,0.4,184,0,0,0,4
"65692","Blarney Stone","H25",37.780234,-122.479979,6,2,1,9,0.33,94,0,165,0,0,0,4
"65693","Tay Giang Restaurant","H25",37.753563,-122.491169,5,1,0,6,0.2,92,0,214,0,0,0,4
"65695","Mediterrean Food","H24",37.760598,-122.503259,4,0,0,4,0,88,0,222,0,0,0,4
"65712","Great Saigon Restaurant","H24",37.796343,-122.405235,4,1,0,5,0.25,91,0.25,231,0,0,0,4
"65724","Le Meridien SF Main KitchenEmployee Cafeteria","H26",37.799005,-122.399862,4,4,0,8,1,96,0,325,0,0,0,4
"65725","Le Meridien SF Park Grill Restaurant  Bar","H26",37.799005,-122.399862,4,3,0,7,0.75,93,0,325,0,0,0,4
"65754","Subway51109","H24",37.778704,-122.391359,5,0,0,5,0,99,0,207,0,0,0,4
"65761","Gyro King","H25",37.788227,-122.400129,4,2,2,8,0.5,86,0.5,319,0,0,0,4
"65770","Haight Street Happy Donuts","H25",37.769438,-122.451771,4,0,0,4,0,97,0,257,0,0,0,4
"65791","Venga Empanadas","H28",37.765834,-122.421926,5,4,1,10,0.8,92,0.6,180,0,0,0,4
"65793","Rinconsito Nicaraguense","H25",37.752383,-122.415422,4,2,0,6,0.5,86,0.25,287,0,0,0,4
"65795","Mr Pizza Man","H24",37.756133,-122.408164,6,1,1,8,0.17,84,0.67,168,1,0,0,3
"65813","Sakesan","H26",37.782898,-122.466011,4,1,0,5,0.25,93,0,311,0,0,0,4
"65824","AATO","H25",37.801173,-122.425467,5,3,0,8,0.6,86,0.6,273,0,0,0,4
"65825","Spices Spirit Restaurant","H24",37.782974,-122.466508,4,1,0,5,0.25,94,0,344,0,0,0,4
"65826","Subway 27657","H25",37.788764,-122.412027,5,0,0,5,0,98,0,229,0,0,0,4
"65829","CHAMBERS eat + drink","H26",37.783194,-122.418096,2,1,0,3,0.5,93,0,448,0,0,0,4
"65830","Bubba Gump Shrimp Co","H26",37.80824,-122.410189,4,0,0,4,0,93,0,288,0,0,0,4
"65831","Spices II K  M Restaurant","H25",37.778382,-122.462787,5,4,0,9,0.8,88,0.5,254,0,0,0,4
"65833","Ristorante Milano","H24",37.795398,-122.419044,3,0,1,4,0,96,0,336,0,0,0,4
"65834","Roma Pizzeria","H25",37.717423,-122.440265,5,5,0,10,1,80,0.8,209,1,0,0,3
"65836","Bento House","H25",37.781898,-122.417207,2,3,3,8,1.5,82,0.5,323,1,0,1,2
"65852","Als Super Cafe","H25",37.744324,-122.420831,5,4,0,9,0.8,94,0.2,214,0,0,0,4
"65856","Bamboo Asia","H26",37.774998,-122.418299,4,3,1,8,0.75,90,1,284,0,0,0,4
"65857","Naked Lunch","H26",37.798028,-122.405673,3,3,0,6,1,87,0.67,348,0,0,0,4
"65860","Super Duper","H26",37.787097,-122.404122,3,0,0,3,0,94,0,334,0,0,0,4
"65872","Boxing Room","H26",37.777833,-122.422797,3,6,0,9,2,90,0,392,0,0,1,3
"65873","Capurros","H25",37.807649,-122.420744,3,3,1,7,1,90,0.33,396,0,0,0,4
"65896","Oasis Grill","H29",37.783208,-122.402719,4,1,0,5,0.25,92,0,323,0,0,0,4
"65898","Pearls Deluxe Burgers","H24",37.787677,-122.413634,4,3,0,7,0.75,94,0.25,289,0,0,0,4
"65901","San Sun Restaurant","H26",37.795108,-122.407213,4,4,0,8,1,88,0.75,331,0,0,0,4
"65912","Claudine","H25",37.790703,-122.404257,4,1,0,5,0.25,96,0.25,273,0,0,0,4
"65915","Cafe Pescatore","H26",37.806223,-122.413744,4,3,1,8,0.75,89,0.25,266,0,0,0,4
"65925","Ziggys Burger  Grill","H25",37.793865,-122.396493,5,2,1,8,0.4,94,0.4,255,0,0,0,4
"66173","Luv a Java","H24",37.748595,-122.424997,4,5,1,10,1.25,88,0.25,263,0,0,1,3
"66185","Ritual Coffee Roasters Inc","H24",37.776085,-122.424189,3,2,0,5,0.67,95,0,448,0,0,0,4
"66191","AFC Sushi  Mollie Stones 9","H28",37.760773,-122.436389,3,2,0,5,0.67,93,0.67,270,0,0,0,4
"66210","Turtle Tower Restaurant","H24",37.774722,-122.406761,3,0,0,3,0,81,1,259,1,0,0,3
"66212","Sichuan Home","H25",37.780508,-122.473269,6,4,1,11,0.67,80,0.5,190,1,0,0,3
"66219","Little Griddle","H24",37.776154,-122.418049,2,3,0,5,1.5,80,0.5,183,1,0,1,2
"66220","Izakaya Kou","H26",37.784007,-122.432816,5,0,0,5,0,94,0.2,220,0,0,0,4
"66228","Happy Donut","H26",37.796607,-122.404883,4,3,0,7,0.75,96,0,270,0,0,0,4
"66229","Amphawa Thai Noodle House","H25",37.780733,-122.473114,2,0,1,3,0,92,0,374,0,0,0,4
"66245","Hans Coffee Restaurant","H24",37.788367,-122.415474,5,2,1,8,0.4,89,0.4,226,0,0,0,4
"66254","Gambinos","H24",37.794347,-122.394932,4,1,0,5,0.25,92,0.5,322,0,0,0,4
"66255","Tempest","H26",37.781249,-122.406222,3,1,0,4,0.33,84,1.67,340,1,1,0,2
"66276","Martitas Restaurant","H24",37.722776,-122.392864,4,2,0,6,0.5,82,1,239,1,0,0,3
"66280","The Posh Bagel","H25",37.764088,-122.465872,3,0,0,3,0,90,0,224,0,0,0,4
"66297","Melody Lounge","H28",37.742073,-122.422133,5,2,0,7,0.4,87,0.4,230,0,0,0,4
"66300","The Fog Lifter Cafe","H24",37.725304,-122.46241,6,3,0,9,0.5,94,0.5,187,0,0,0,4
"66318","Cupola","H26",37.784848,-122.406892,4,0,0,4,0,87,0.75,276,0,0,0,4
"66321","North Beach Baking Co","H26",37.800804,-122.407664,3,10,0,13,3.33,79,1,405,1,0,1,2
"66331","Cafe Majestic","H26",37.787118,-122.425414,3,1,0,4,0.33,91,0,369,0,0,0,4
"66336","Nizarios Pizza 2","H24",37.760893,-122.434459,3,2,1,6,0.67,93,0.33,308,0,0,0,4
"66361","Cafe Bunn Mi","H24",37.782953,-122.4637,4,2,3,9,0.5,86,0,270,0,0,0,4
"66362","Coffee To The People","H24",37.769999,-122.445267,4,2,0,6,0.5,95,0.25,255,0,0,0,4
"66363","Subway Sandwich 41309","H29",37.774722,-122.406761,5,0,0,5,0,88,0.6,180,0,0,0,4
"66382","Back Yard","H28",NA,NA,3,2,0,5,0.67,91,0,278,0,0,0,4
"66384","Sweet Hut","H24",37.782893,-122.464948,3,5,0,8,1.67,91,0,332,0,0,1,3
"66387","Sausalito Cafe","H24",37.795313,-122.403244,3,2,0,5,0.67,89,0,284,0,0,0,4
"66394","Canela","H26",NA,NA,2,2,0,4,1,80,0.5,238,1,0,0,3
"66400","Arabian Nights","H26",37.759484,-122.419107,4,3,0,7,0.75,92,0.25,200,0,0,0,4
"66406","Charleys Grilled Subs","H28",37.784317,-122.407563,6,2,0,8,0.33,87,0.33,196,0,0,0,4
"66418","Turtle Tower Restaurant","H25",37.780348,-122.480861,4,1,2,7,0.25,95,0,328,0,0,0,4
"66426","Prima Cafe","H24",37.788864,-122.394613,4,0,0,4,0,100,0,227,0,0,0,4
"66464","KareKen","H24",37.786537,-122.413077,4,2,0,6,0.5,92,0.25,220,0,0,0,4
"66503","Roxys Cafe Inc","H25",NA,NA,3,3,1,7,1,87,1.33,248,0,1,0,3
"66515","La Fusion","H25",37.791743,-122.403677,4,2,0,6,0.5,90,0.75,291,0,0,0,4
"66517","Mela Tandoori Kitchen","H25",37.781168,-122.419494,4,2,6,12,0.5,91,0.33,143,0,0,0,4
"66522","Java House LLC","H24",NA,NA,2,1,0,3,0.5,88,0.5,364,0,0,0,4
"66534","Midway Grill Snack Shop","H28",37.723698,-122.495289,6,0,0,6,0,98,0,214,0,0,0,4
"66536","Cypress Grill","H26",37.723698,-122.495289,6,2,0,8,0.33,96,0,214,0,0,0,4
"66570","Hyde Away Blues BBQ Cafe","H28",37.785103,-122.416234,4,2,1,7,0.5,86,1,238,0,0,0,4
"66584","Western Donuts Shop 2","H24",37.717042,-122.440524,5,1,0,6,0.2,94,0.4,196,0,0,0,4
"66612","Kama Sushi","H25",37.746962,-122.426905,3,0,0,3,0,89,0.33,268,0,0,0,4
"66637","Godzila Sushi","H24",37.786229,-122.439984,5,0,0,5,0,96,0,183,0,0,0,4
"66640","Curry Boyzz","H25",37.760798,-122.436783,3,5,2,10,1.67,75,1.67,298,1,1,1,1
"66656","Another Cafe","H24",37.790253,-122.415357,4,2,1,7,0.5,90,0.5,207,0,0,0,4
"66670","Cafe Sophie","H24",37.764362,-122.430022,6,0,0,6,0,99,0,159,0,0,0,4
"66675","United Nations Cafe","H24",37.780485,-122.413507,3,3,0,6,1,92,0,196,0,0,0,4
"66679","New Woey Loy Goey Restaurant","H25",37.796013,-122.406507,5,2,2,9,0.4,84,0.8,218,1,0,0,3
"66684","The Ice Cream Bar","H25",37.766567,-122.450189,3,1,1,5,0.33,92,0,278,0,0,0,4
"66685","Tacolicious","H26",37.760974,-122.421456,4,2,4,10,0.5,93,0.75,212,0,0,0,4
"66687","Chipotle Mexican Grill","H25",37.733944,-122.490438,6,0,1,7,0,98,0,189,0,0,0,4
"66688","Souffles Cafe","H24",37.797623,-122.410324,2,2,0,4,1,80,1,372,1,0,0,3
"66694","Streets","H24",37.782506,-122.418993,3,0,0,3,0,100,0,120,0,0,0,4
"66695","Lees Deli","H25",37.793996,-122.400096,3,3,0,6,1,93,0.67,342,0,0,0,4
"66702","Pizza Joint  Grill","H26",37.749934,-122.418195,5,5,1,11,1,90,0.2,201,0,0,0,4
"66703","Teaway","H24",37.763416,-122.481963,6,2,0,8,0.33,85,0.67,176,1,0,0,3
"66704","DR TEETH AND THE ELECTRIC MAYHEM","H25",37.759824,-122.419136,5,5,1,11,1,94,0.4,198,0,0,0,4
"66705","Green Island Restaurant","H26",37.781208,-122.462432,5,1,2,8,0.2,87,0.2,256,0,0,0,4
"66709","MINT","H24",37.778492,-122.418291,2,1,0,3,0.5,98,0,241,0,0,0,4
"66711","Paris Pizza","H24",37.798168,-122.404605,4,5,1,10,1.25,87,0.75,277,0,0,1,3
"66715","Brick and Mortar","H26",37.769735,-122.420174,5,2,0,7,0.4,98,0,181,0,0,0,4
"66717","Giordano Bros","H26",37.764953,-122.422113,5,2,0,7,0.4,98,0,178,0,0,0,4
"66732","Soma Restaurant And Bar","H25",37.782854,-122.406662,3,0,0,3,0,85,1,266,1,0,0,3
"66736","Sozai","H24",NA,NA,3,4,1,8,1.33,85,0,346,1,0,1,2
"66737","The Pastry Cupboard","H25",37.774459,-122.420288,4,4,0,8,1,96,0,254,0,0,0,4
"66800","Thai Idea Vegetarian","H24",37.783265,-122.419137,3,4,1,8,1.33,82,1,294,1,0,1,2
"66806","The Melt","H25",37.7872,-122.400097,4,0,0,4,0,96,0.25,287,0,0,0,4
"66808","Burger King 3684","H29",37.783196,-122.420985,6,3,7,16,0.5,96,0,164,0,0,0,4
"66811","BK11852","H29",37.775314,-122.412819,5,1,2,8,0.2,89,0.2,174,0,0,0,4
"66838","Quiznos 3860","H29",37.785214,-122.419634,6,0,0,6,0,95,0,171,0,0,0,4
"66861","Cafe Savor","H26",37.751513,-122.430048,5,5,0,10,1,92,0.6,236,0,0,0,4
"66874","Peninsula Seafood Restaurant","H26",37.79607,-122.405846,4,2,2,8,0.5,76,1.75,188,1,1,0,2
"66895","Izakaya Yuzuki","H25",37.761603,-122.423869,4,2,0,6,0.5,94,0.25,311,0,0,0,4
"66896","Lite Bite","H24",37.797978,-122.428754,4,2,0,6,0.5,98,0,241,0,0,0,4
"66900","La Espiga De Oro","H28",37.752768,-122.410392,5,3,4,12,0.6,80,1.2,244,1,1,0,2
"66901","Camp","H25",37.781198,-122.462511,2,4,0,6,2,97,0,483,0,0,1,3
"66919","Little Nepal Restaurant","H24",37.738978,-122.413573,4,1,0,5,0.25,92,0,222,0,0,0,4
"66925","Deli Board","H26",37.777504,-122.406948,4,1,0,5,0.25,89,0.75,310,0,0,0,4
"66927","Caffe Moda","H25",37.778468,-122.410029,5,1,0,6,0.2,96,0,207,0,0,0,4
"66934","Subway Sandwich","H25",37.794168,-122.396457,4,2,0,6,0.5,98,0,294,0,0,0,4
"66952","Mandarin Oriental SF  BarPantry","H24",37.792556,-122.400906,5,0,0,5,0,97,0.2,246,0,0,0,4
"66953","Mandarin Oriental SF  Pastry Kitchen","H24",37.792556,-122.400906,5,1,0,6,0.2,97,0.2,246,0,0,0,4
"66954","Mandarin Oriental San Francisco  Pantry","H24",37.792556,-122.400906,5,1,0,6,0.2,99,0,246,0,0,0,4
"66955","Mandarin Oriental SF  Employee Cafeteria","H24",37.792556,-122.400906,5,0,0,5,0,98,0.2,246,0,0,0,4
"66956","ETC Dessert Cafe","H24",37.763473,-122.47852,2,0,1,3,0,89,0,351,0,0,0,4
"66957","Mandarin Oriental SF  Main Kitchen","H25",37.792556,-122.400906,5,1,0,6,0.2,95,0.6,246,0,0,0,4
"66960","Hot Press SF Inc","H25",37.749508,-122.418225,4,3,0,7,0.75,96,0,286,0,0,0,4
"66962","King Foot Subs","H24",NA,NA,2,2,0,4,1,82,0.5,417,1,0,0,3
"66963","Zynga","H26",37.770384,-122.404291,3,0,0,3,0,96,0.33,320,0,0,0,4
"66966","Elite Audio Coffee  Wine Bar","H24",37.757923,-122.393914,5,0,0,5,0,97,0,255,0,0,0,4
"66972","Akiba","H24",37.781585,-122.492793,5,6,0,11,1.2,94,0,222,0,0,1,3
"66985","Pho Vietnam San Francisco","H24",37.78973,-122.420445,5,2,0,7,0.4,92,0.2,200,0,0,0,4
"66988","Park Tavern","H26",37.801068,-122.409267,3,2,0,5,0.67,82,1.67,465,1,1,0,2
"66990","Bai Som Thai Kitchen","H25",37.782103,-122.482089,4,5,0,9,1.25,89,0.75,250,0,0,1,3
"66992","Mifune Bistro","H26",37.785227,-122.431472,6,0,0,6,0,90,0.5,189,0,0,0,4
"66999","Super Duper Burgers","H25",37.800344,-122.439697,5,5,3,13,1,89,0.6,191,0,0,0,4
"67000","Chiles Pies","H24",37.76586,-122.428844,5,3,0,8,0.6,92,0.4,173,0,0,0,4
"67043","Jang Soo BBQ","H25",37.780068,-122.487241,3,2,0,5,0.67,93,0,365,0,0,0,4
"67049","Specialtys Cafe  Bakery","H26",37.788294,-122.396419,2,0,0,2,0,88,0.5,229,0,0,0,4
"67063","7Eleven 236634977","H28",37.789118,-122.409048,6,3,0,9,0.5,94,0.4,168,0,0,0,4
"67067","Tupelo","H25",37.799293,-122.407334,4,5,0,9,1.25,86,0.75,310,0,0,1,3
"67075","Beachside Coffee Bar  Kitchen","H24",37.760338,-122.508241,6,1,1,8,0.17,91,0.5,186,0,0,0,4
"67123","Mozzeria","H25",37.764758,-122.424872,5,0,1,6,0,100,0,178,0,0,0,4
"67149","Sushi In LLC","H25",37.800258,-122.440894,3,0,0,3,0,96,0.33,332,0,0,0,4
"67150","The Melt","H26",37.789394,-122.390073,3,0,0,3,0,97,0,228,0,0,0,4
"67154","RIVERSIDE SEAFOOD RESTAURANT","H26",37.739065,-122.479769,4,3,5,12,0.75,68,2.25,280,1,1,0,2
"67160","Zcrepes","H24",37.767692,-122.393977,6,0,0,6,0,96,0.17,200,0,0,0,4
"67162","Coffee Bar Montgomery","H24",37.790044,-122.402194,5,2,0,7,0.4,98,0.2,210,0,0,0,4
"67174","Cybernet Entertainment","H24",37.768168,-122.419995,5,3,0,8,0.6,97,0.2,180,0,0,0,4
"67176","The Melt","H25",37.794588,-122.399642,5,0,1,6,0,100,0,235,0,0,0,4
"67184","Biergarten","H24",37.77601,-122.424175,4,1,0,5,0.25,94,0,299,0,0,0,4
"67186","Etcetera Wine Bar","H24",37.760294,-122.421386,5,2,0,7,0.4,98,0,202,0,0,0,4
"67187","Chipotle Mexican Grill 1560","H25",37.807923,-122.417887,4,0,1,5,0,92,0,276,0,0,0,4
"67193","La Boulange de Sutter","H26",37.789778,-122.404443,4,3,0,7,0.75,97,0.25,255,0,0,0,4
"67235","Steins","H25",37.782784,-122.467159,4,0,0,4,0,98,0,242,0,0,0,4
"67246","Sodexo  Academy of Art University","H26",37.782463,-122.419094,2,0,0,2,0,98,0,375,0,0,0,4
"67250","Sodexo  Academy of Art University","H25",37.782463,-122.419094,2,1,0,3,0.5,94,0,375,0,0,0,4
"67262","Wonglee LLC","H28",NA,NA,2,5,0,7,2.5,80,1.5,524,1,1,1,1
"67268","Rice Valley Inc","H26",37.763274,-122.483099,5,4,3,12,0.8,78,1.2,228,1,1,0,2
"67303","Pine  Jones Market","H28",37.790468,-122.414094,3,1,1,5,0.33,92,0.67,260,0,0,0,4
"67311","La Perla Pizza","H24",37.782697,-122.410737,2,3,0,5,1.5,72,1.5,526,1,1,1,1
"67330","San Tung Restaurant LLC","H26",37.763891,-122.468805,3,3,2,8,1,74,2.33,248,1,1,0,2
