"business","name","taxcode","latitude","longitude","routines","reinspects","complaints","inspects","ratio","mean_score","high_risk_violations","interval"
"65375","Geppetto LLC","H28",37.798648,-122.408554,3,1,0,4,0.333333333333333,96,0,326
"65377","Baysubway 04","H24",37.769544,-122.390422,5,0,0,5,0,99.2,0,192.75
"65380","Soup Freaks","H28",37.786768,-122.40124,5,0,2,7,0,92,0,239.25
"65382","Manna","H24",37.763983,-122.46709,3,5,0,8,1.66666666666667,76.3333333333333,1.66666666666667,263.5
"65383","Cafe 24","H25",37.766406,-122.398419,4,2,0,6,0.5,90,0.75,301.333333333333
"65384","Publico","H24",37.777122,-122.419639,5,0,0,5,0,95.2,0.4,192.75
"65391","Cafe Bellini","H24",37.763473,-122.458202,3,2,0,5,0.666666666666667,83.6666666666667,1,235
"65392","Cantata Coffee Shop","H24",37.769616,-122.450366,5,1,0,6,0.2,96.4,0,211
"65396","Carmelina's Cafe","H24",37.767664,-122.415456,4,1,0,5,0.25,92.25,0.25,343.333333333333
"65412","Jackson Fillmore Trattoria","H25",37.792658,-122.434556,3,3,0,6,1,87.3333333333333,0,296
"65423","Naan & Curry","H26",37.786167,-122.410294,4,7,1,12,1.75,76.5,2.75,315.333333333333
"65425","Panda Express","H24",37.763473,-122.458202,3,1,0,4,0.333333333333333,97.3333333333333,0,235
"65427","Locanda","H26",37.763984,-122.421766,6,2,1,9,0.333333333333333,98.3333333333333,0,176.2
"65430","Kamakura Japanese Restaurant","H24",37.792037,-122.397852,4,1,0,5,0.25,92,0.5,346
"65434","Dona Cafe","H24",37.784683,-122.414156,3,8,0,11,2.66666666666667,87,0.333333333333333,262
"65442","Bluestem Brasserie","H26",37.785078,-122.403532,4,0,1,5,0,95,0,199.333333333333
"65454","Kaminari","H25",37.777238,-122.464664,5,2,0,7,0.4,96.4,0,211.25
"65468","Radish","H25",37.760124,-122.420769,5,3,2,10,0.6,95.2,0.4,171.25
"65485","Batter Up","H28",37.716703,-122.441228,6,2,0,8,0.333333333333333,99,0,192.6
"65487","Aslam's Rasoi, Inc.","H26",37.756293,-122.421016,6,2,0,8,0.333333333333333,94.8333333333333,0.5,164.8
"65489","Latte Express #5","H25",37.794197,-122.404697,6,1,0,7,0.166666666666667,97.6666666666667,0,209
"65499","Ichiraku Japanese Restaurant","H24",37.78136,-122.459465,3,2,0,5,0.666666666666667,92,0,349.5
"65502","Miss Tomato Sandwich Shop","H24",37.792084,-122.397889,4,1,1,6,0.25,92.5,0.5,287
"65523","Chez Fayala","H25",37.792237,-122.400124,6,4,2,12,0.666666666666667,85.8333333333333,1.16666666666667,201.8
"65529","DNA Pizza","H25",37.770973,-122.412851,3,2,0,5,0.666666666666667,82,0,333
"65531","Yellow Submarine","H24",37.764136,-122.463146,4,1,0,5,0.25,70,1.5,277.333333333333
"65532","Daily Restaurant","H25",37.709167,-122.451769,5,3,0,8,0.6,92.6,0.2,216.25
"65538","Devil's Teeth Baking Company","H24",37.753008,-122.505012,6,3,2,11,0.5,89.6666666666667,0.333333333333333,189
"65549","La Ciccia","H25",37.742064,-122.426618,4,0,0,4,0,100,0,285
"65550","The Brew","H24",37.799287,-122.422397,6,4,0,10,0.666666666666667,84.5,0.5,178.2
"65554","Kobe Bento","H24",37.796463,-122.405224,5,3,0,8,0.6,91,0.2,222
"65561","House of Dim Sum, Inc.","H24",37.795873,-122.407495,4,3,0,7,0.75,74.5,1,324
"65566","Westin San Francisco - Employee Cafeteria","H25",37.786837,-122.402758,3,0,0,3,0,95.3333333333333,0.666666666666667,304
"65567","The Westin San Francisco Garde Manger Kitchen","H26",37.786837,-122.402758,3,1,0,4,0.333333333333333,94,0.666666666666667,304
"65571","La Belle Crepe","H24",37.797114,-122.43489,5,2,0,7,0.4,97,0.4,201.5
"65572","Westin San Francisco-3rd Floor Pantry","H24",37.786837,-122.402758,3,0,0,3,0,94.6666666666667,0.666666666666667,304
"65573","Westin San Francisco-Maso","H26",37.786837,-122.402758,3,0,1,4,0,92.6666666666667,0.666666666666667,304
"65580","Subway #25578","H24",37.794576,-122.396643,5,2,2,9,0.4,91.6,0.4,213.25
"65602","Escape From New York Pizza","H24",37.782227,-122.397762,4,0,0,4,0,100,0,235.666666666667
"65622","Gott's Roadside Tray Gourmet","H26",37.795225,-122.39377,5,3,1,9,0.6,94.4,0,213.5
"65624","Tacko Shop","H26",37.798273,-122.435774,5,1,1,7,0.2,91.4,0.4,173.25
"65634","Teaway","H24",37.763428,-122.481131,6,0,0,6,0,87.1666666666667,0.5,172.4
"65635","Focaccia Market Bakery","H28",37.791227,-122.398872,3,2,0,5,0.666666666666667,90.6666666666667,0,369
"65649","Krua Thai Kitchen","H25",37.764788,-122.424462,6,2,0,8,0.333333333333333,97,0,173.6
"65674","Subway Sandwiches #25379","H28",37.788828,-122.400971,4,2,0,6,0.5,93.5,0,253.666666666667
"65675","Chai-Yo Thai Restaurant","H25",37.789273,-122.420454,5,2,0,7,0.4,83.4,1.4,216.75
"65676","THE COFFEESMITH","H24",37.781381,-122.417186,2,5,0,7,2.5,93,0,374
"65677","Eleven O One","H24",37.787074,-122.419984,5,2,0,7,0.4,89,0.6,224.5
"65678","Million Thai Restaurant","H26",37.794666,-122.423041,4,3,0,7,0.75,87.25,0.25,255
"65679","Red House Bakery","H25",37.72618,-122.403082,6,3,0,9,0.5,89.8333333333333,0.5,181.2
"65692","Blarney Stone","H25",37.780234,-122.479979,6,1,1,8,0.166666666666667,94.3333333333333,0,165.4
"65693","Tay Giang Restaurant","H25",37.753563,-122.491169,5,2,0,7,0.4,92,0,213.5
"65695","Mediterrean Food","H24",37.760598,-122.503259,4,0,0,4,0,88.5,0,222.333333333333
"65712","Great Saigon Restaurant","H24",37.796343,-122.405235,5,1,0,6,0.2,90.4,0.4,225
"65724","Le Meridien SF Main Kitchen/Employee Cafeteria","H26",37.799005,-122.399862,4,4,0,8,1,95.5,0,325
"65725","Le Meridien SF Park Grill Restaurant & Bar","H26",37.799005,-122.399862,4,3,0,7,0.75,93,0,325
"65754","Subway#51109","H24",37.778704,-122.391359,5,0,0,5,0,98.8,0,207
"65761","Gyro King","H25",37.788227,-122.400129,4,2,2,8,0.5,88.5,0.5,280
"65763","Katana-Ya SF, LLC","H24",37.779847,-122.418985,5,8,0,13,1.6,86.4,0.4,177
"65770","Haight Street Happy Donuts","H25",37.769438,-122.451771,4,0,0,4,0,97,0,257
"65791","Venga Empanadas","H28",37.765834,-122.421926,6,4,2,12,0.666666666666667,92.1666666666667,0.5,174
"65793","Rinconsito Nicaraguense","H25",37.752383,-122.415422,4,2,0,6,0.5,86.25,0.25,287
"65795","Mr. Pizza Man","H24",37.756133,-122.408164,6,1,1,8,0.166666666666667,83.6666666666667,0.666666666666667,168.4
"65813","Sakesan","H26",37.782898,-122.466011,4,1,0,5,0.25,93,0,311.333333333333
"65824","AATO","H25",37.801173,-122.425467,4,3,0,7,0.75,84.75,0.75,275.333333333333
"65825","Spices Spirit Restaurant","H24",37.782974,-122.466508,3,1,0,4,0.333333333333333,94.6666666666667,0,374
"65826","Subway #27657","H25",37.788764,-122.412027,5,0,0,5,0,98.4,0,228.75
"65829","CHAMBERS eat + drink","H26",37.783194,-122.418096,2,1,0,3,0.5,93,0,448
"65830","Bubba Gump Shrimp Co.","H26",37.80824,-122.410189,4,0,0,4,0,93,0,287.666666666667
"65831","Spices II K & M Restaurant","H25",37.778382,-122.462787,4,3,0,7,0.75,88,0.666666666666667,249
"65833","Ristorante Milano","H24",37.795398,-122.419044,4,1,1,6,0.25,95,0,332.666666666667
"65834","Roma Pizzeria","H25",37.717423,-122.440265,5,8,0,13,1.6,80.4,0.8,208.75
"65836","Bento House","H25",37.781898,-122.417207,3,3,3,9,1,85,0.333333333333333,253
"65852","Al's Super Cafe","H25",37.744324,-122.420831,5,4,0,9,0.8,94.2,0.2,213.5
"65856","Bamboo Asia","H26",37.774998,-122.418299,4,3,1,8,0.75,90.5,1,284
"65857","Naked Lunch","H26",37.798028,-122.405673,3,3,0,6,1,86.6666666666667,0.666666666666667,348
"65860","Super Duper","H26",37.787097,-122.404122,3,0,0,3,0,94,0,334.5
"65872","Boxing Room","H26",37.777833,-122.422797,4,7,0,11,1.75,90.5,0,326.333333333333
"65873","Capurro's","H25",37.807649,-122.420744,3,3,1,7,1,89.6666666666667,0.333333333333333,396.5
"65896","Oasis Grill","H29",37.783208,-122.402719,4,1,0,5,0.25,92,0,322.666666666667
"65898","Pearl's Deluxe Burgers","H24",37.787677,-122.413634,5,4,0,9,0.8,93.8,0.2,264.25
"659","Golden Coffee","H24",37.788322,-122.415218,5,2,0,7,0.4,90.6,0.2,212.75
"65901","San Sun Restaurant","H26",37.795108,-122.407213,3,3,0,6,1,90.6666666666667,0.666666666666667,189.5
"65912","Claudine","H25",37.790703,-122.404257,4,1,0,5,0.25,96.25,0.25,272.666666666667
"65915","Cafe Pescatore","H26",37.806223,-122.413744,4,3,1,8,0.75,89.25,0.25,265.666666666667
"65925","Ziggy's Burger & Grill","H25",37.793865,-122.396493,4,2,1,7,0.5,93,0.5,268
"66","STARBUCKS","H24",37.763578,-122.477461,6,0,0,6,0,97.5,0.166666666666667,173.2
"66173","Luv a Java","H24",37.748595,-122.424997,4,5,1,10,1.25,88.25,0.25,263
"66185","Ritual Coffee Roasters, Inc.","H24",37.776085,-122.424189,3,2,0,5,0.666666666666667,94.6666666666667,0,448.5
"66191","AFC Sushi @ Mollie Stone's #9","H28",37.760773,-122.436389,4,3,0,7,0.75,93,0.5,284.666666666667
"66210","Turtle Tower Restaurant","H24",37.774722,-122.406761,3,0,0,3,0,81,1,259
"66212","Sichuan Home","H25",37.780508,-122.473269,6,3,1,10,0.5,80.5,0.5,190.2
"66219","Little Griddle","H24",37.776154,-122.418049,3,4,1,8,1.33333333333333,82.3333333333333,0.333333333333333,245
"66220","Izakaya Kou","H26",37.784007,-122.432816,5,0,0,5,0,93.8,0.2,219.75
"66228","Happy Donut","H26",37.796607,-122.404883,4,3,0,7,0.75,95.5,0,270
"66229","Amphawa Thai Noodle House","H25",37.780733,-122.473114,2,0,1,3,0,92,0,374
"66245","Han's Coffee Restaurant","H24",37.788367,-122.415474,5,4,1,10,0.8,87,0.6,212.5
"66254","Gambino's","H24",37.794347,-122.394932,3,0,0,3,0,95.6666666666667,0.333333333333333,262
"66255","Tempest","H26",37.781249,-122.406222,3,1,0,4,0.333333333333333,83.6666666666667,1.66666666666667,339.5
"66276","Martita's Restaurant","H24",37.722776,-122.392864,4,2,0,6,0.5,82.5,1,239.333333333333
"66280","The Posh Bagel","H25",37.764088,-122.465872,4,0,0,4,0,91,0,296.666666666667
"66297","Melody Lounge","H28",37.742073,-122.422133,5,2,0,7,0.4,87.2,0.4,229.5
"66300","The Fog Lifter Cafe","H24",37.725304,-122.46241,6,3,0,9,0.5,93.8333333333333,0.5,186.6
"66318","Cupola","H26",37.784848,-122.406892,4,0,0,4,0,87.25,0.75,275.666666666667
"66321","North Beach Baking Co.","H26",37.800804,-122.407664,4,12,0,16,3,80.75,0.75,303.666666666667
"66331","Cafe Majestic","H26",37.787118,-122.425414,4,2,0,6,0.5,88.75,0.25,315.333333333333
"66336","Nizario's Pizza #2","H24",37.760893,-122.434459,3,2,1,6,0.666666666666667,93,0.333333333333333,307.5
"6636","STARBUCKS","H25",37.777053,-122.416939,3,0,3,6,0,98.6666666666667,0,381
"66361","Cafe Bunn Mi","H24",37.782953,-122.4637,4,2,3,9,0.5,86,0,270.333333333333
"66362","Coffee To The People","H24",37.769999,-122.445267,4,2,0,6,0.5,95.25,0.25,255
"66363","Subway Sandwich #41309","H29",37.774722,-122.406761,6,0,0,6,0,88.8333333333333,0.5,181
"66382","Back Yard","H28",NA,NA,3,2,0,5,0.666666666666667,91.3333333333333,0,278
"66384","Sweet Hut","H24",37.782893,-122.464948,3,5,0,8,1.66666666666667,91.3333333333333,0,332.5
"66387","Sausalito Cafe","H24",37.795313,-122.403244,3,4,0,7,1.33333333333333,88.6666666666667,0,284
"66394","Canela","H26",NA,NA,2,2,0,4,1,80.5,0.5,238
"66400","Arabian Nights","H26",37.759484,-122.419107,5,3,0,8,0.6,93.4,0.2,201
"66406","Charley's Grilled Subs","H28",37.784317,-122.407563,5,2,0,7,0.4,86.8,0.4,180.75
"66418","Turtle Tower Restaurant","H25",37.780348,-122.480861,3,1,2,6,0.333333333333333,94.6666666666667,0,374.5
"66426","Prima Cafe","H24",37.788864,-122.394613,5,0,0,5,0,100,0,210.25
"66464","Kare-Ken","H24",37.786537,-122.413077,4,2,0,6,0.5,92.25,0.25,219.666666666667
"665","BRAZEN HEAD RESTAURANT","H25",37.799218,-122.432517,3,2,0,5,0.666666666666667,82.6666666666667,0.666666666666667,347
"66503","Roxy's Cafe Inc.","H25",NA,NA,3,3,1,7,1,86.6666666666667,1.33333333333333,248.5
"66515","La Fusion","H25",37.791743,-122.403677,4,2,0,6,0.5,89.75,0.75,291.333333333333
"66517","Mela Tandoori Kitchen","H25",37.781168,-122.419494,4,2,6,12,0.5,91,0.333333333333333,142.666666666667
"66522","Java House LLC","H24",NA,NA,2,1,0,3,0.5,88.5,0.5,364
"66534","Midway Grill (Snack Shop)","H28",37.723698,-122.495289,5,0,0,5,0,97.6,0,217.75
"66536","Cypress Grill","H26",37.723698,-122.495289,5,2,0,7,0.4,95.2,0,217.75
"66570","Hyde Away Blues BBQ Cafe","H28",37.785103,-122.416234,4,3,1,8,0.75,85.5,1,238
"66584","Western Donuts Shop #2","H24",37.717042,-122.440524,7,2,0,9,0.285714285714286,94.6666666666667,0.333333333333333,160.333333333333
"66612","Kama Sushi","H25",37.746962,-122.426905,3,0,0,3,0,89,0.333333333333333,268
"66637","Godzila Sushi","H24",37.786229,-122.439984,5,0,0,5,0,96.4,0,183.25
"66640","Curry Boyzz","H25",37.760798,-122.436783,3,7,2,12,2.33333333333333,75,1.66666666666667,297.5
"66656","Another Cafe","H24",37.790253,-122.415357,5,2,1,8,0.4,90.4,0.4,211.75
"66670","Cafe Sophie","H24",37.764362,-122.430022,6,0,0,6,0,99,0,159.2
"66675","United Nations Cafe","H24",37.780485,-122.413507,3,4,0,7,1.33333333333333,92,0,195.5
"66679","New Woey Loy Goey Restaurant","H25",37.796013,-122.406507,5,2,3,10,0.4,87.2,0.4,226.75
"66684","The Ice Cream Bar","H25",37.766567,-122.450189,3,2,1,6,0.666666666666667,92,0,277.5
"66685","Tacolicious","H26",37.760974,-122.421456,5,5,3,13,1,91,1,207.25
"66687","Chipotle Mexican Grill","H25",37.733944,-122.490438,6,0,1,7,0,98,0,188.6
"66688","Souffles Cafe","H24",37.797623,-122.410324,3,3,0,6,1,79,1,441
"66694","Streets","H24",37.782506,-122.418993,3,0,0,3,0,100,0,119.5
"66695","Lee's Deli","H25",37.793996,-122.400096,4,3,0,7,0.75,94.5,0.5,312.666666666667
"667","U-Lee Restaurant","H24",37.794448,-122.418057,3,3,0,6,1,78,1.33333333333333,433.5
"66702","Pizza Joint & Grill","H26",37.749934,-122.418195,5,5,1,11,1,89.8,0.2,201.25
"66703","Teaway","H24",37.763416,-122.481963,6,2,0,8,0.333333333333333,84.8333333333333,0.666666666666667,176.4
"66704","DR. TEETH AND THE ELECTRIC MAYHEM","H25",37.759824,-122.419136,6,5,2,13,0.833333333333333,94,0.4,161.6
"66705","Green Island Restaurant","H26",37.781208,-122.462432,4,1,0,5,0.25,85.75,0.25,307
"66709","MINT","H24",37.778492,-122.418291,3,1,0,4,0.333333333333333,98.6666666666667,0,182.5
"66711","Paris Pizza","H24",37.798168,-122.404605,4,5,1,10,1.25,87.25,0.75,277.333333333333
"66715","Brick and Mortar","H26",37.769735,-122.420174,5,3,0,8,0.6,98.4,0,181.25
"66717","Giordano Bros.","H26",37.764953,-122.422113,6,4,0,10,0.666666666666667,96.8333333333333,0.166666666666667,173.4
"66732","Soma Restaurant And Bar","H25",37.782854,-122.406662,3,0,0,3,0,84.6666666666667,1,266
"66736","Sozai","H24",NA,NA,3,4,1,8,1.33333333333333,84.6666666666667,0,346
"66737","The Pastry Cupboard","H25",37.774459,-122.420288,4,4,0,8,1,95.5,0,253.666666666667
"66749","Ka Ka Vietnamese Sandwiches","H24",37.782823,-122.466359,4,2,0,6,0.5,95.5,0,272.666666666667
"6680","Spicy Bite Food, Inc","H25",37.740934,-122.422853,3,0,1,4,0,98,0,360
"66800","Thai Idea Vegetarian","H24",37.783265,-122.419137,3,4,1,8,1.33333333333333,82.3333333333333,1,294
"66806","The Melt","H25",37.7872,-122.400097,4,0,0,4,0,95.75,0.25,287.333333333333
"66808","Burger King 3684","H29",37.783196,-122.420985,6,3,7,16,0.5,96.3333333333333,0,163.8
"66811","BK11852","H29",37.775314,-122.412819,6,1,2,9,0.166666666666667,90.1666666666667,0.166666666666667,173.4
"66838","Quiznos #3860","H29",37.785214,-122.419634,6,0,0,6,0,95.3333333333333,0,171.4
"66861","Cafe Savor","H26",37.751513,-122.430048,5,5,0,10,1,92.2,0.6,236.5
"66874","Peninsula Seafood Restaurant","H26",37.79607,-122.405846,5,3,2,10,0.6,78,1.6,225.5
"66895","Izakaya Yuzuki","H25",37.761603,-122.423869,5,3,0,8,0.6,95,0.2,259.75
"66896","Lite Bite","H24",37.797978,-122.428754,5,2,0,7,0.4,96.2,0.2,227.5
"66900","La Espiga De Oro","H28",37.752768,-122.410392,5,3,4,12,0.6,80.4,1.2,244.5
"66901","Camp","H25",37.781198,-122.462511,4,4,0,8,1,97.5,0,265.333333333333
"66919","Little Nepal Restaurant","H24",37.738978,-122.413573,4,2,0,6,0.5,92,0,221.666666666667
"66925","Deli Board","H26",37.777504,-122.406948,3,3,0,6,1,88.6666666666667,0.666666666666667,350.5
"66927","Caffe Moda","H25",37.778468,-122.410029,6,1,0,7,0.166666666666667,95.1666666666667,0.166666666666667,203
"66934","Subway Sandwich","H25",37.794168,-122.396457,4,2,0,6,0.5,97.5,0,293.666666666667
"66952","Mandarin Oriental SF - Bar/Pantry","H24",37.792556,-122.400906,4,0,0,4,0,95.75,0.25,262.666666666667
"66953","Mandarin Oriental SF - Pastry Kitchen","H24",37.792556,-122.400906,4,0,0,4,0,97.25,0.25,262.666666666667
"66954","Mandarin Oriental San Francisco - Pantry","H24",37.792556,-122.400906,4,0,0,4,0,100,0,262.666666666667
"66955","Mandarin Oriental SF - Employee Cafeteria","H24",37.792556,-122.400906,4,0,0,4,0,97.25,0.25,262.666666666667
"66956","ETC Dessert Cafe","H24",37.763473,-122.47852,2,0,1,3,0,89,0,351
"66957","Mandarin Oriental SF - Main Kitchen","H25",37.792556,-122.400906,4,0,0,4,0,96.75,0.25,262.666666666667
"66958","Vallarta's Taco Bar","H25",37.764656,-122.419696,5,9,0,14,1.8,77,1.4,194.25
"66960","Hot Press SF, Inc.","H25",37.749508,-122.418225,3,3,0,6,1,96,0,299
"66962","King Foot Subs","H24",NA,NA,2,2,0,4,1,81.5,0.5,417
"66963","Zynga","H26",37.770384,-122.404291,3,0,0,3,0,95.6666666666667,0.333333333333333,319.5
"66966","Elite Audio Coffee & Wine Bar","H24",37.757923,-122.393914,5,0,0,5,0,98.8,0,210.75
"66972","Akiba","H24",37.781585,-122.492793,5,7,0,12,1.4,94.4,0,222
"66974","Limon Rotisserie","H26",37.724885,-122.394681,4,4,0,8,1,91.75,0.25,251.333333333333
"66980","Red Tavern","H25",37.782064,-122.483259,4,1,0,5,0.25,94.5,0,280.333333333333
"66985","Pho Vietnam San Francisco","H24",37.78973,-122.420445,6,2,0,8,0.333333333333333,93.1666666666667,0.166666666666667,202.8
"66988","Park Tavern","H26",37.801068,-122.409267,2,2,0,4,1,87.5,1.5,236
"66990","Bai Som Thai Kitchen","H25",37.782103,-122.482089,5,6,0,11,1.2,88.2,0.6,224
"66992","Mifune Bistro","H26",37.785227,-122.431472,6,0,0,6,0,89.5,0.5,189.2
"66999","Super Duper Burgers","H25",37.800344,-122.439697,6,5,4,15,0.833333333333333,90.1666666666667,0.5,186.6
"67","Revolution Cafe","H24",37.755419,-122.419542,5,5,1,11,1,93.6,0.4,171.5
"670","VIKINGS GIANT SUBMARINE SANDWICHES","H24",37.801334,-122.424905,5,1,0,6,0.2,88.6,0.2,238
"67000","Chiles Pies","H24",37.76586,-122.428844,5,3,0,8,0.6,92.4,0.4,173
"67043","Jang Soo BBQ","H25",37.780068,-122.487241,3,2,0,5,0.666666666666667,93.3333333333333,0,365
"67049","Specialty's Cafe & Bakery","H26",37.788294,-122.396419,3,0,0,3,0,88.6666666666667,0.666666666666667,339.5
"67063","7-Eleven #2366-34977","H28",37.789118,-122.409048,6,3,0,9,0.5,94.4,0.4,168
"67067","Tupelo","H25",37.799293,-122.407334,4,7,0,11,1.75,85.75,0.75,310.333333333333
"67075","Beachside Coffee Bar & Kitchen","H24",37.760338,-122.508241,5,1,1,7,0.2,89.4,0.6,189
"67123","Mozzeria","H25",37.764758,-122.424872,6,0,1,7,0,99.6666666666667,0,173.4
"67149","Sushi In, LLC","H25",37.800258,-122.440894,4,1,0,5,0.25,94.75,0.25,298.666666666667
"67150","The Melt","H26",37.789394,-122.390073,4,0,0,4,0,97.5,0,210.333333333333
"67154","RIVERSIDE SEAFOOD RESTAURANT","H26",37.739065,-122.479769,3,3,5,11,1,65.3333333333333,2.66666666666667,290.5
"67160","Zcrepes","H24",37.767692,-122.393977,5,0,0,5,0,96.2,0.2,194.25
"67162","Coffee Bar Montgomery","H24",37.790044,-122.402194,5,2,0,7,0.4,97.8,0.2,226
"67174","Cybernet Entertainment","H24",37.768168,-122.419995,5,3,0,8,0.6,97.4,0.2,180.5
"67176","The Melt","H25",37.794588,-122.399642,6,0,1,7,0,99.6,0,208
"67184","Biergarten","H24",37.77601,-122.424175,4,1,0,5,0.25,94.5,0,299
"67186","Etcetera Wine Bar","H24",37.760294,-122.421386,5,2,0,7,0.4,98,0,202.5
"67187","Chipotle Mexican Grill #1560","H25",37.807923,-122.417887,4,0,1,5,0,92,0,275.666666666667
"67193","La Boulange de Sutter","H26",37.789778,-122.404443,4,3,0,7,0.75,97.25,0.25,255
"67235","Steins","H25",37.782784,-122.467159,4,0,0,4,0,98,0,242.333333333333
"67246","Sodexo @ Academy of Art University","H26",37.782463,-122.419094,2,0,0,2,0,98,0,375
"67250","Sodexo @ Academy of Art University","H25",37.782463,-122.419094,2,1,0,3,0.5,94,0,375
"67262","Wonglee LLC","H28",NA,NA,2,5,0,7,2.5,80.5,1.5,524
"67268","Rice Valley Inc.","H26",37.763274,-122.483099,5,4,3,12,0.8,78.6,1,223.75
"67275","Pandora Karaoke/Ahn","H26",37.784204,-122.410427,3,4,0,7,1.33333333333333,84.3333333333333,1,361
"673","LOMBARD ALIVE SHOP","H24",37.800137,-122.433984,3,0,1,4,0,94.6666666666667,0,288
"67303","Pine & Jones Market","H28",37.790468,-122.414094,3,2,1,6,0.666666666666667,92,0.666666666666667,260
"67311","La Perla Pizza","H24",37.782697,-122.410737,3,3,0,6,1,78.3333333333333,1,490.5
"67330","San Tung Restaurant LLC","H26",37.763891,-122.468805,3,3,2,8,1,74.3333333333333,2.33333333333333,247.5
"67356","Indigo Restaurant","H26",37.779674,-122.423307,3,4,0,7,1.33333333333333,86.6666666666667,0.666666666666667,423
"67357","Umami Burger SF","H25",37.797168,-122.435124,5,1,0,6,0.2,96,0.4,207
"67359","Lite Bite","H24",37.800158,-122.433794,4,2,0,6,0.5,92.75,0.25,229
"67417","Amitis Deli Cafe","H24",37.773797,-122.446047,5,1,0,6,0.2,97.6,0,218.5
"67424","Square Meals & Batter Bakery","H25",37.796254,-122.421864,4,0,0,4,0,92,0,238
"67427","La Fina Estampa","H25",37.788603,-122.420737,5,2,0,7,0.4,95,0.2,233
"67432","AQ Restaurant & Bar","H26",37.779464,-122.410486,3,1,3,7,0.333333333333333,86.6666666666667,0.666666666666667,312
"67446","Soma Chicken and Salad","H28",37.792577,-122.393992,3,0,0,3,0,93.3333333333333,0.666666666666667,208
"67448","Soo Fong Restaurant","H26",37.741829,-122.388098,4,2,0,6,0.5,88.75,0.75,258.666666666667
"6746","CHEZ PAPA","H24",37.757923,-122.393914,4,6,0,10,1.5,85.75,0.25,265.666666666667
"67489","The Dark Horse Inn","H25",37.716105,-122.440422,4,1,1,6,0.25,98.5,0,275.666666666667
"67495","Southern Pacific Brewing","H26",37.760192,-122.413792,3,1,0,4,0.333333333333333,94,0,276.5
"67501","Galette 88","H25",37.790347,-122.40384,5,2,0,7,0.4,95.2,0,263
"67510","Subway Sandwiches","H24",37.788864,-122.394613,5,0,0,5,0,98.8,0,212.75
"67515","Pizza Orgasmica","H25",37.798634,-122.435854,4,1,0,5,0.25,90,0.5,224
"67545","Keiko a Nob Hill","H25",37.793068,-122.414407,3,0,0,3,0,94.3333333333333,0.333333333333333,389.5
"67552","Namu Gaji","H24",37.761554,-122.425956,5,8,6,19,1.6,91.4,0.6,215.25
"67558","Azucar Lounge","H26",37.774722,-122.406761,4,1,0,5,0.25,97,0,305.333333333333
"67564","ITHAI","H25",37.787691,-122.413717,5,8,0,13,1.6,82,0.8,240.5
"67565","King of Thai Noodles Cafe","H25",37.742703,-122.482819,5,3,1,9,0.6,85.6,0.8,248.5
"67567","Rolling-Out","H25",37.742678,-122.484682,6,2,0,8,0.333333333333333,92.6666666666667,0,189
"67572","Jalapenos","H24",37.728497,-122.475639,6,2,1,9,0.333333333333333,94.6666666666667,0.333333333333333,175
"67587","Burger Urge","H25",37.769803,-122.448357,4,1,1,6,0.25,95,0,258.666666666667
"67596","Vallarta Taco Bar","H26",37.752574,-122.412578,3,2,5,10,0.666666666666667,72.3333333333333,1.66666666666667,251.5
"67599","Cathay Express Restaurant","H25",37.767718,-122.429501,4,2,0,6,0.5,90,0.5,290.666666666667
"67602","Chipotle Mexican Grill #1702","H29",37.784317,-122.407563,5,0,0,5,0,96.8,0,202
"67612","Bay Subs & Deli","H24",37.789923,-122.433782,4,1,0,5,0.25,93.25,0.25,238
"67614","Harrow","H25",37.791534,-122.404214,5,6,0,11,1.2,85.6,1.2,234.25
"67615","Esposto's Deli","H26",37.767692,-122.393977,5,0,0,5,0,96.8,0.4,220.75
"67617","Joey & Pat's Bakery & Coffee Shop","H24",37.757415,-122.414496,5,0,0,5,0,94.2,0,218.25
"67657","Rooster Tail","H25",37.786143,-122.432636,5,1,6,12,0.2,98,0,209.75
"67676","KenKen Ramen LLC","H25",37.761888,-122.418842,5,3,3,11,0.6,97.6,0,185.25
"67683","JW Marriott SF - Banquet Facility","H26",37.788038,-122.410363,5,2,0,7,0.4,99.2,0,233.75
"67685","JW Marriott SF - Emplooyee Cafeteria","H25",37.788038,-122.410363,5,2,0,7,0.4,98,0,233.75
"67688","JW Marriott SF - Main Kitchen & Storage","H26",37.788038,-122.410363,5,2,0,7,0.4,98.4,0,233.75
"67690","Saru","H24",37.751648,-122.428783,4,1,0,5,0.25,93.5,0,291.666666666667
"67691","JW Marriott SF - Restaurant & Bar","H26",37.788038,-122.410363,5,3,0,8,0.6,96.4,0,233.75
"67693","JW Marriott SF - Concierge Lounge","H24",37.788038,-122.410363,5,1,0,6,0.2,98,0,233.75
"67741","Hong Kong Lounge II","H25",37.781658,-122.454393,5,7,0,12,1.4,82.6,0.2,220.5
"67743","After Osha","H25",37.789413,-122.407511,6,4,8,18,0.666666666666667,84.1666666666667,0.833333333333333,188.8
"67754","Joy Hing BBQ Noodles House","H26",37.794597,-122.404777,6,2,0,8,0.333333333333333,96,0,208.6
"67786","Dobbs Ferry Restaurant","H26",37.777104,-122.423044,4,4,0,8,1,90.75,0.25,338
"67788","Sushi Taka","H24",37.793669,-122.404578,5,1,1,7,0.2,98.5,0,240
"67806","Holy Dog","H24",37.784007,-122.432816,5,1,0,6,0.2,92,0,219.75
